"



如果17倒数第二把没有吃鸡被4AM吃了，说不定最后剧情要反过来，破釜沉舟的是17，fnk在房区的就是4AM了。

命，一切皆是命。心态的高低也是命。




",听说17战队赛后请211们吃饭,Lorenzomax
"



17战队缺气势然后就该请211吃饭是什么逻辑？
发自虎扑iPhone客户端



",听说17战队赛后请211们吃饭,SoloZ23
"



吃鸡上去的貌似是shox？
发自虎扑iPhone客户端



",听说17战队赛后请211们吃饭,4AMGODVnb
"



引用6楼 @Lorenzomax 发表的:如果17倒数第二把没有吃鸡被4AM吃了，说不定最后剧情要反过来，破釜沉舟的是17，fnk在房区的就是4AM了。

命，一切皆是命。心态的高低也是命。不会，就算那局4am吃鸡，当时的积分还是17领先，4am落后！最后的剧本应该是赞助商媒体pubg最希望的方式结束，虽然对17很残忍，但无法改变！
发自手机虎扑 m.hupu.com



",听说17战队赛后请211们吃饭,扯蛋不蛋疼
"



谢谢200好吧
发自虎扑Android客户端



",听说17战队赛后请211们吃饭,橘政宗丶
"



引用7楼 @自在轮回 发表的:那一箭换成了98k98k一枪爆掉阿鲁狗头
发自虎扑Android客户端



",话说……这次4am出线,阿杜来勇士
"



还有前天最后一把爆炸，今天最后一把逆转，编剧都编不出来这么狗血的剧情。
发自虎扑Android客户端



",话说……这次4am出线,流云飞啊飞
"



冥冥之中啊
发自虎扑Android客户端



",话说……这次4am出线,面红耳赤的人
"



对的，这次的决赛会场就是S5的那一个。韦神又回去了。




",话说……这次4am出线,咸鱼的生活
"



这就是小说剧情 打完还差500分还以为没机会了 最后大平原上一字长蛇拉开抢分 不然也反超不了




",话说……这次4am出线,Lyiaung
"



引用1楼 @IO流 发表的:我刚才都在想，起点都不敢这么写哈哈哈哈，而且这一路也是夸张。前两天倒数第二，最后一把差500多分，必须吃鸡加对手跪的早。相当于足球联赛最后一轮自己要5比0大胜加直接对手负于弱旅。结果真实现了！小说中这样写，会被说太套路了，太假了……
发自虎扑Android客户端



",话说……这次4am出线,韬声无痕
"



引用1楼 @IO流 发表的:我刚才都在想，起点都不敢这么写前一世梦碎，今一朝再战！
发自虎扑Android客户端



",话说……这次4am出线,4angrypig
"



GodV注定是小说里的男主角！从LoL说起，天才中单出道，打破edg国内的垄断，各种骚操作，lol粉至今都觉得lpl最有希望的一年。然而反向一箭把韦神射退役了！如今换了一个完全陌生的领域从头再来，灵性的打法高光吃鸡的镜头如数家珍，又是一个话题人物，今晚的绝地求生是我看过比赛以来真正意义上的绝地求生。s5世界总决赛是在柏林梅赛德斯奔驰文化中心举办，这次绝地全球总决赛又是这一个地方，梦开始的地方！仿佛小说一般！加油啊4AM！加油GodV！
发自虎扑iPhone客户端



",话说……这次4am出线,杀你不用刀
"



引用4楼 @水八怪 发表的:godv,活成天蚕土豆小说主角的男孩，莫欺少年穷蜜蜂直播说了韦神的这些经历可以写本小说了！
发自虎扑iPhone客户端



",话说……这次4am出线,小灵通没信号
"



上一次落寞的转身离开这一次希望韦神能骄傲的离开吧4am   德国加油




",话说……这次4am出线,GodSouth
"



都回来了，终于回来了！
发自虎扑iPhone客户端



",话说……这次4am出线,只能设置一次的昵称
"



S5全球总决赛地点：柏林梅赛德斯奔驰体育场2018PCPI全球总决赛地点：柏林梅赛德斯奔驰体育场一个轮回 他还是来了 ​​​
发自虎扑iPhone客户端



",话说……这次4am出线,丶在此方
"



转自三傻的民间官博，移动补给包小姐姐们真的给力！微博：SSS战队移动补给包
发自虎扑iPhone客户端



",【NB211】PCPI总决赛NB211高光时刻集锦,拉风的昵称嘿嘿嘿嘿嘿
"



还少了那个把人从移动的车上狙下来
发自虎扑iPhone客户端



",【NB211】PCPI总决赛NB211高光时刻集锦,stupiddogg
"



远距离简直像开挂一样
发自虎扑iPhone客户端



",【NB211】PCPI总决赛NB211高光时刻集锦,钱先深
"



狙是真的秀
发自虎扑iPhone客户端



",【NB211】PCPI总决赛NB211高光时刻集锦,汀州坠
"



4am粉丝表示不想看(捂脸痛哭)但莉莉是真的🐮呗找回了自己杀人王的颜面kz sss一战成名为他们高兴毕竟在根源上4am和sss是一家_yqhp其实现在他们关系很好，水军是不是很气最后 请喷子滚别玷污我的评论区以上。
发自虎扑Android客户端



",【NB211】PCPI总决赛NB211高光时刻集锦,卡哇伊丶莱昂纳徳
"



这个杀人王拿的真有分量
发自虎扑Android客户端



",【NB211】PCPI总决赛NB211高光时刻集锦,布志伦
"



NB211牛逼
发自虎扑Android客户端



",【NB211】PCPI总决赛NB211高光时刻集锦,骑士名宿勒布朗詹姆斯
"



211的狙，搁线上怕是要被实锤
发自虎扑iPhone客户端



",【NB211】PCPI总决赛NB211高光时刻集锦,不吐南瓜籽
"



首先你这标题就够吐槽的了。20队伍决赛，哪有什么弱队。ids打谁含糊过了？有的只是没遇上，照样安排的明明白白。
发自虎扑iPhone客户端



",大家怎么看弱队里的强力选手？比如选ids的小饼干,猪头你7大爷
"



我感觉我们聊崩了
发自虎扑Android客户端



",大家怎么看弱队里的强力选手？比如选ids的小饼干,橘政宗丶
"



重量级选手，一个换NW两个
发自虎扑iPhone客户端



",大家怎么看弱队里的强力选手？比如选ids的小饼干,包包包公公
"



欧洲omg可不是吹的
发自虎扑iPhone客户端



",faze也太强了吧，醒来又是一个冠军？,你嘎哈呢
"



引用6楼 @追风丶丶丶 发表的:4AM碰不到faze的  一个FPP一个tpp兄弟决赛20支队伍两个模式都打了解一下
发自虎扑iPhone客户端



",faze也太强了吧，醒来又是一个冠军？,SqM1
"



引用3楼 @black羽 发表的:最后一场了，基本没悬念了这比赛吃鸡400分，击杀12分，领先600分相当于pcpi领先750分。猪头是落后500分翻的盘，领先750分不知道怎么输。想想昨天最后一把之前的比赛，弹幕除了带国内流量队的节奏，刷的最多的就是“faze又凉了”，简直不可思议。
[ 此帖被bigpenis在2018-06-04 08:59修改 ]




",faze也太强了吧，醒来又是一个冠军？,bigpenis
"



只能等我正牌OMG德国教训教训这个欧洲版了 




",faze也太强了吧，醒来又是一个冠军？,triplesix
"



太燃了，绝境翻盘4am!




",恭喜4am！抽一件小猪佩奇&4am联名刺绣T恤！,我的护球像郜林
"



太牛逼了，前几天都被打得要解散了，4AM牛逼




",恭喜4am！抽一件小猪佩奇&4am联名刺绣T恤！,ron_z
"



4AM牛逼 德国我们来了！！！！！！
发自虎扑Android客户端



",恭喜4am！抽一件小猪佩奇&4am联名刺绣T恤！,丿卡卡卡卡
"



阿鲁卡采访真的骚，哈哈，4am真的疯狂打脸




",恭喜4am！抽一件小猪佩奇&4am联名刺绣T恤！,君若扬路尘
"



人生有梦，才能精彩




",恭喜4am！抽一件小猪佩奇&4am联名刺绣T恤！,老高老高了
"



可惜了  最后一局17想fnk名次 进房区想赌圈  这也就让猪头上演了奇迹




",其实17最后一局还是败在曾经的坏习惯上,陈皮糖糖糖糖糖
"



这个房区其实他们经常去的，然后刷圈用车慢慢往前进，因为前面平原好观察。那把主要车的问题，大京死了少辆大车，牛牛绕大圈过来导致吉普没油，而且停外面还被xq修了，都是连锁反应吧，要是有三辆大车的话，那个圈至少能进圈，不会被打靶打死
发自虎扑Android客户端



",其实17最后一局还是败在曾经的坏习惯上,abbyjie
"



过山车般的享受




",作为4am的老铁们来说说近期的感受，我先发为敬,这只橘猫不太肥
"



实话说该配置水份较大，一万5左右可以配到带服务的8700K+1080TI主机。建议优化一下报价。




",【报告老板】KZ SSS正在优化中,MsJoy
"



7代U全方位被8代吊打，并且价格来说，8代好像来比你这个7700还便宜。。8700现在散片不到2000块，你7700花了2100？别是买的盒装的吧23333买7700的都是给奸商抄货底，49年入国军啊- -如果想换其实挺简单的。就8700.显卡一定要1080ti 11G，内存频率要高，最少3200起步，2400是来搞笑的？32G完美。主板就Z370
[ 此帖被怀表停了在2018-06-04 14:41修改 ]




",【报告老板】KZ SSS正在优化中,怀表停了
"



老板  内存的频率太低了，上综皇这么大气直接上4000mhz的吧




",【报告老板】KZ SSS正在优化中,旧城里
"



战队整体出手吗？开个价
发自虎扑iPhone客户端



",【报告老板】KZ SSS正在优化中,JaegerX
"



引用27楼 @安德里斯ia 发表的:                       1我的管理原则，第一条是成绩，第二条是粉丝，因为粉丝是最严格的老板这些事情，是粉丝列出来要我解决的，所以我回复赞助正在谈环境场地看了，不太满意，还在看新的分析师到位了，叫记得，这次的比赛他全程都在粉丝是一切商业价值的基础，骂的粉丝多了，赞助商不敢投资，队员就很苦粉丝的素质和口碑上去了，商业化就容易了，战队有钱，队员有钱，不然谁出钱？还是你觉得赞助商是出钱，找不痛快？愿意不愿意，这个是粉丝说了算，你代表你自己，还是所有SSS的粉丝？如果你能代表，我就不发了，OK？




",【报告老板】KZ SSS正在优化中,综皇王翔
"



引用31楼 @狐剑2018 发表的:如果训练环境一时换不了的话，麻烦给她们买两个空气净化器，不用很好的，千把块钱一个的，开一天也不费多少电，这个应该可以吧？花钱少，效果明显。准备换，看了8个别墅都不合适，厅够大的，房间不够多房间够多的，厅不够大




",【报告老板】KZ SSS正在优化中,综皇王翔
"



十二月份八代都出来很久了，七代四核玩游戏足够，开直播不行，怪不得sss战绩不行，心疼莉莉一波。
发自虎扑iPhone客户端



",【报告老板】KZ SSS正在优化中,mzhayy
"



6000买1080。。。采购人员拉出去枪毙吧
发自虎扑Android客户端



",【报告老板】KZ SSS正在优化中,nb2111111
"



引用95楼 @量贩店撒 发表的:别听他们口嗨，这些做的不错。。主要大家对以前管理层怨念太多。觉得你们做点事都是蹭热度，慢慢来。粉丝也会拥护你的。。加油增热度也是对的，因为没有热度，没办法给队员争取资源啊




",【报告老板】KZ SSS正在优化中,综皇王翔
